Chr	start	end	strand
Chr2	5778902	5780089	+
Chr2	4048503	4049687	-
Chr2	4997164	4997464	+
Chr2	3342505	3342805	+
Chr2	5021455	5021753	-
Chr2	3234189	3234485	-
Chr2	6737880	6738178	-
Chr2	7299974	7300022	-
Chr2	3075735	3078570	-
Chr2	7944814	7946001	+
Chr2	7761504	7761770	-
Chr2	4274214	4275401	+
Chr2	10507373	10508559	+
Chr2	4997143	4997163	+
Chr2	8165879	8166175	-
Chr2	2685674	2688359	+
Chr2	7678679	7678723	+
Chr2	1599600	1600791	-
Chr2	7070961	7072149	+
Chr2	9330501	9330797	+
Chr2	5138594	5139791	+
Chr2	5815249	5815361	+
Chr2	5032581	5033778	+
Chr2	1757220	1757633	+
Chr2	5798251	5798545	-
Chr2	17205478	17205773	-
Chr2	11655445	11656674	+
Chr2	12832907	12833204	+
Chr2	252653	252690	-
Chr2	10704364	10705554	+
Chr2	2818660	2822102	+
Chr2	5313190	5313260	+
Chr2	9432663	9433854	+
Chr2	5883696	5883767	-
Chr2	1093191	1093244	+
Chr2	9759125	9759422	+
Chr2	1346332	1346627	-
Chr2	10070066	10071017	-
Chr2	9235006	9235036	-
Chr2	7923591	7923895	-
Chr2	8268806	8269105	-
Chr2	7959807	7961561	+
Chr2	510653	511831	-
Chr2	2464622	2465239	+
Chr2	2462890	2463440	+
Chr2	5982004	5984954	-
Chr2	10652020	10653199	-
Chr2	4049813	4050117	+
Chr2	7410388	7410692	+
Chr2	2463441	2464621	-
Chr2	5683814	5684118	+
Chr2	4525972	4535960	+
Chr2	11206359	11207538	+
Chr2	15288618	15288920	-
Chr2	12858319	12858464	+
Chr2	1484260	1485438	+
Chr2	4185505	4185811	+
Chr2	8625898	8626202	-
Chr2	1779100	1779402	-
Chr2	9310082	9310128	-
Chr2	6652274	6652297	+
Chr2	11161051	11161354	-
Chr2	11397208	11400204	-
Chr2	4427003	4427121	+
Chr2	15980364	15980669	+
Chr2	2105630	2106808	+
Chr2	1946865	1947073	+
Chr2	5381892	5383073	-
Chr2	8626782	8627085	+
Chr2	8075381	8075681	-
Chr2	292731	293916	+
Chr2	5035093	5035395	+
Chr2	3205872	3206171	-
Chr2	14810760	14811945	+
Chr2	5805865	5806166	+
Chr2	1617961	1618260	-
Chr2	266136	266435	-
Chr2	9311452	9311617	+
Chr2	12209730	12209840	+
Chr2	6383361	6384544	-
Chr2	5883768	5884068	-
Chr2	5306844	5312863	+
Chr2	4760431	4761615	+
Chr2	12085364	12085654	-
Chr2	6411068	6412252	+
Chr2	3922449	3922474	+
Chr2	4750786	4751089	+
Chr2	7170975	7171275	-
Chr2	11786647	11786949	+
Chr2	7066729	7069463	+
Chr2	3114664	3114966	+
Chr2	1715794	1716096	+
Chr2	3030628	3031810	-
Chr2	15314964	15315279	-
Chr2	277653	277968	-
Chr2	2289959	2290148	-
Chr2	3582109	3582247	-
Chr2	4472569	4473672	-
Chr2	1673273	1673460	+
Chr2	5837232	5837563	+
Chr2	4583072	4584177	+
Chr2	14952862	14953191	-
Chr2	4226301	4226629	-
Chr2	8875316	8876422	+
Chr2	1848175	1848503	-
Chr2	6809984	6810315	+
Chr2	7566646	7567748	-
Chr2	3728281	3728610	-
Chr2	3180826	3183686	-
Chr2	2310316	2310617	+
Chr2	3563212	3566075	+
Chr2	6867549	6867882	+
Chr2	31445	42029	+
Chr2	9387633	9387963	+
Chr2	3057639	3057684	+
Chr2	19413741	19414843	-
Chr2	11931809	11932911	-
Chr2	11723546	11723878	+
Chr2	10139785	10140115	-
Chr2	4947602	4947647	+
Chr2	5557065	5557360	+
Chr2	6808846	6809950	-
Chr2	10121748	10122078	+
Chr2	17005214	17005419	+
Chr2	722930	723058	-
Chr2	12143688	12144801	+
Chr2	10406356	10407468	-
Chr2	2964189	2964210	-
Chr2	4632057	4632087	-
Chr2	6428936	6429179	+
Chr2	4831740	4831814	+
Chr2	13043474	13044590	-
Chr2	6683886	6684215	+
Chr2	755084	755411	-
Chr2	721014	722126	+
Chr2	17207627	17207957	+
Chr2	17679414	17679742	-
Chr2	13109860	13109907	+
Chr2	1441857	1442963	+
Chr2	19354388	19354716	-
Chr2	9537548	9537878	+
Chr2	2410159	2411238	-
Chr2	7060501	7061610	-
Chr2	8870606	8870936	+
Chr2	894485	895595	-
Chr2	356680	357008	-
Chr2	4490651	4500765	-
Chr2	5643357	5644475	+
Chr2	254343	255444	-
Chr2	6671532	6671863	-
Chr2	3114990	3115327	-
Chr2	5774613	5775710	+
Chr2	5931952	5932289	-
Chr2	2649167	2652057	+
Chr2	4103954	4105050	-
Chr2	8022578	8022782	+
Chr2	13065406	13065742	-
Chr2	7155511	7156608	-
Chr2	5182766	5185651	+
Chr2	5802766	5802831	-
Chr2	9632117	9633214	+
Chr2	254205	254342	+
Chr2	9859132	9859152	-
Chr2	10629090	10629428	-
Chr2	6560674	6561012	-
Chr2	4859470	4859808	-
Chr2	6459947	6465695	-
Chr2	3041988	3044868	-
Chr2	2625099	2627990	+
Chr2	2858588	2864201	-
Chr2	12346696	12346868	+
Chr2	13886496	13886836	+
Chr2	7905116	7905257	+
Chr2	5177555	5177893	-
Chr2	15730620	15730953	+
Chr2	4502204	4502711	+
Chr2	5133954	5140757	+
Chr2	5836183	5837620	+
Chr2	9757156	9757460	+
Chr2	3922207	3922448	+
Chr2	1643706	1644040	+
Chr2	8725200	8725238	-
Chr2	240847	241949	+
Chr2	17005420	17006521	-
Chr2	5461641	5461972	-
Chr2	3770957	3773386	-
Chr2	3234486	3237360	-
Chr2	16842523	16842858	+
Chr2	5383074	5383093	-
Chr2	1263843	1264176	-
Chr2	11379215	11380315	+
Chr2	12074614	12074949	-
Chr2	11624047	11624370	+
Chr2	3023328	3023664	+
Chr2	2035351	2035686	-
Chr2	14492620	14492956	+
Chr2	3888504	3888839	+
Chr2	11237443	11237778	+
Chr2	2658316	2659414	-
Chr2	6563189	6563522	-
Chr2	11204312	11205412	+
Chr2	5265238	5266185	+
Chr2	9524962	9525288	-
Chr2	6992622	6993741	+
Chr2	10683547	10683868	+
Chr2	5003321	5003642	+
Chr2	9798017	9798047	+
Chr2	10750410	10750464	+
Chr2	3655720	3658240	-
Chr2	4075363	4075684	+
Chr2	2265259	2265432	+
Chr2	305724	306044	+
Chr2	3160553	3166309	-
Chr2	2607812	2608131	-
Chr2	6683313	6683432	-
Chr2	7157741	7158878	+
Chr2	6585274	6585376	-
Chr2	7416891	7417038	+
Chr2	11386398	11386718	-
Chr2	7161192	7161512	-
Chr2	16740602	16740922	-
Chr2	14571616	14572752	-
Chr2	2516561	2516873	-
Chr2	11786975	11787295	-
Chr2	11080914	11081235	+
Chr2	3222766	3233780	-
Chr2	8538618	8538937	-
Chr2	12331674	12332810	+
Chr2	6148527	6148549	+
Chr2	2342048	2342083	+
Chr2	4230743	4236512	+
Chr2	545186	545395	+
Chr2	12788247	12788565	+
Chr2	7347549	7348692	+
Chr2	2058045	2059187	-
Chr2	4752474	4752791	+
Chr2	5292587	5292789	-
Chr2	14481243	14481558	-
Chr2	11162723	11163040	+
Chr2	5607445	5607739	+
Chr2	9612972	9613283	-
Chr2	2016663	2016957	-
Chr2	4083933	4084297	-
Chr2	1224460	1224687	+
Chr2	2019785	2020922	-
Chr2	6483643	6483963	+
Chr2	8553527	8553847	+
Chr2	7521335	7521654	+
Chr2	7904453	7904628	+
Chr2	6564669	6564985	-
Chr2	10167087	10169886	-
Chr2	1183684	1183911	-
Chr2	7886420	7887562	+
Chr2	19262228	19262544	-
Chr2	3571778	3572919	+
Chr2	6800593	6800915	+
Chr2	6218336	6218658	+
Chr2	1204272	1205405	-
Chr2	18652626	18655464	-
Chr2	3890271	3895938	-
Chr2	13909154	13909209	+
Chr2	2130245	2130570	+
Chr2	6197417	6197742	+
Chr2	8730657	8732388	-
Chr2	3215635	3216758	+
Chr2	9264149	9264472	-
Chr2	12527891	12528214	-
Chr2	13177890	13178216	+
Chr2	8529599	8529925	+
Chr2	323997	324323	+
Chr2	9783321	9783647	+
Chr2	2192501	2193620	+
Chr2	3012804	3013097	-
Chr2	14415223	14415549	-
Chr2	5648364	5648665	-
Chr2	5934243	5934567	+
Chr2	6731441	6731698	-
Chr2	11164220	11164547	+
Chr2	6192470	6192502	+
Chr2	16302179	16303298	-
Chr2	7352210	7352535	-
Chr2	665570	666688	-
Chr2	6520285	6520607	-
Chr2	11100009	11100067	+
Chr2	7109499	7109739	-
Chr2	3815598	3815918	-
Chr2	6994634	6995765	-
Chr2	1601056	1601379	+
Chr2	2815406	2815727	-
Chr2	215551	216683	+
Chr2	5942388	5943522	+
Chr2	6084948	6087762	-
Chr2	2285948	2286100	+
Chr2	2218922	2218964	-
Chr2	7899605	7899775	-
Chr2	11114952	11115275	+
Chr2	11895002	11895297	+
Chr2	3089469	3092288	-
Chr2	675552	676681	+
Chr2	3652553	3652585	-
Chr2	545396	546518	-
Chr2	9643236	9643560	+
Chr2	19521463	19521785	-
Chr2	924710	925031	-
Chr2	2020923	2020957	+
Chr2	6467273	6467595	-
Chr2	9345031	9345355	+
Chr2	7448277	7448601	+
Chr2	8654891	8656020	+
Chr2	1430844	1431168	+
Chr2	15155815	15157010	-
Chr2	4473673	4473966	-
Chr2	10124918	10125213	+
Chr2	16560516	16560782	-
Chr2	11281551	11281819	+
Chr2	8450773	8451041	+
Chr2	17489026	17489294	+
Chr2	5331408	5337817	+
Chr2	5178327	5178595	+
Chr2	12877656	12877808	+
Chr2	4737700	4738951	-
Chr2	13211086	13211354	+
Chr2	2922163	2922387	+
Chr2	7976289	7976557	+
Chr2	7438667	7438933	-
Chr2	7751648	7752897	-
Chr2	1949134	1949401	-
Chr2	2793396	2799755	+
Chr2	1896272	1896539	-
Chr2	6673298	6673565	-
Chr2	7566284	7566548	-
Chr2	10036535	10040268	+
Chr2	2320940	2321202	+
Chr2	7370062	7370328	-
Chr2	11949405	11949657	+
Chr2	4729404	4737545	-
Chr2	2141112	2141302	-
Chr2	11044728	11044995	-
Chr2	1587376	1587642	+
Chr2	5471063	5479129	+
Chr2	18083599	18083862	-
Chr2	2962931	2964188	+
Chr2	15094065	15094330	+
Chr2	4091290	4093895	-
Chr2	9382344	9382607	-
Chr2	1962413	1963666	-
Chr2	2226025	2226195	+
Chr2	2720795	2721275	-
Chr2	707023	710196	+
Chr2	13510929	13511194	+
Chr2	15566814	15568070	+
Chr2	2174523	2177129	-
Chr2	2522606	2522871	+
Chr2	4161051	4162304	-
Chr2	6518106	6518372	+
Chr2	6327331	6327405	-
Chr2	8455147	8455188	+
Chr2	6089281	6089547	+
Chr2	4486059	4486323	-
Chr2	6058952	6059218	+
Chr2	612658	612921	-
Chr2	811294	811546	+
Chr2	12320535	12320798	+
Chr2	1552034	1552057	-
Chr2	5606128	5606390	-
Chr2	6663105	6664354	+
Chr2	1154664	1155913	+
Chr2	5388593	5388865	+
Chr2	2983860	2985105	+
Chr2	16742714	16742984	-
Chr2	660553	660581	-
Chr2	6459906	6459937	-
Chr2	1939857	1939909	-
Chr2	2298709	2298979	-
Chr2	7526282	7527528	+
Chr2	11895805	11896075	-
Chr2	12725304	12725574	-
Chr2	2992674	2993917	-
Chr2	11555132	11555401	-
Chr2	10223390	10223661	-
Chr2	6289112	6289134	+
Chr2	1976535	1976808	+
Chr2	4783569	4784809	-
Chr2	6045424	6046666	+
Chr2	3547824	3547927	-
Chr2	7567749	7567944	-
Chr2	3675405	3676269	-
Chr2	786196	787440	+
Chr2	2085344	2085586	+
Chr2	1085479	1085514	-
Chr2	9424213	9424295	-
Chr2	654874	660310	-
Chr2	6968216	6969460	-
Chr2	12281075	12281170	-
Chr2	8009347	8009614	-
Chr2	3145311	3147937	+
Chr2	6549284	6550507	+
Chr2	2967982	2969230	+
Chr2	14652820	14653087	-
Chr2	15371986	15372147	-
Chr2	8420115	8420245	-
Chr2	6655317	6655444	+
Chr2	13128119	13129368	+
Chr2	10825488	10825758	+
Chr2	3545792	3546062	+
Chr2	993233	993503	+
Chr2	560180	560448	-
Chr2	3916407	3916678	+
Chr2	631073	631344	+
Chr2	1155921	1156665	-
Chr2	10152428	10152684	-
Chr2	8975431	8975450	+
Chr2	14232816	14233085	-
Chr2	1673605	1676235	+
Chr2	1393902	1395151	+
Chr2	9968579	9968848	-
Chr2	8276393	8276662	-
Chr2	4826397	4827613	-
Chr2	5804726	5804990	+
Chr2	2722957	2723974	-
Chr2	7033053	7033315	-
Chr2	3934905	3935164	+
Chr2	3294360	3294467	-
Chr2	1946102	1946361	+
Chr2	7251185	7251442	-
Chr2	10435231	10435488	-
Chr2	2836958	2838292	+
Chr2	1463246	1464538	-
Chr2	8292596	8292855	+
Chr2	14310908	14311165	-
Chr2	138752	139009	-
Chr2	17299281	17299406	-
Chr2	1642131	1642168	-
Chr2	15324514	15324771	-
Chr2	14440493	14440569	-
Chr2	12812787	12813045	-
Chr2	4714828	4715984	+
Chr2	2187310	2188592	-
Chr2	55136	55394	+
Chr2	9979043	9979301	-
Chr2	2382674	2389184	-
Chr2	7535956	7537244	+
Chr2	1642712	1642741	-
Chr2	680440	680482	+
Chr2	11216939	11217199	+
Chr2	6471290	6471550	+
Chr2	288809	289065	-
Chr2	4678232	4678488	-
Chr2	9261832	9262086	-
Chr2	10097016	10097272	+
Chr2	451331	451495	-
Chr2	8893463	8895164	-
Chr2	9717385	9717639	-
Chr2	11437018	11437187	-
Chr2	3823544	3823797	-
Chr2	749305	749560	+
Chr2	6176922	6178229	+
Chr2	6638937	6639192	-
Chr2	4183674	4184976	+
Chr2	1962113	1962356	+
Chr2	11231328	11231584	-
Chr2	2915104	2915354	-
Chr2	3294468	3295763	-
Chr2	8040989	8041247	+
Chr2	4350095	4350353	+
Chr2	1987723	1989017	+
Chr2	3013098	3013131	+
Chr2	10351315	10351572	+
Chr2	10036182	10036438	-
Chr2	14003628	14003886	+
Chr2	5780103	5786739	-
Chr2	6671075	6671331	-
Chr2	1125402	1125516	+
Chr2	4366763	4366862	-
Chr2	7072153	7072395	-
Chr2	8040887	8041407	-
Chr2	7906789	7907050	-
Chr2	5220790	5227189	-
Chr2	9511907	9513173	-
Chr2	4465950	4468547	+
Chr2	16379576	16380843	-
Chr2	6739149	6740419	+
Chr2	1572436	1572659	-
Chr2	1592951	1593214	+
Chr2	7701716	7701977	-
Chr2	4838482	4848343	+
Chr2	5736801	5737912	+
Chr2	5799771	5800033	-
Chr2	13219028	13219292	+
Chr2	4139713	4140977	+
Chr2	12138753	12139015	-
Chr2	13814382	13814646	+
Chr2	11663721	11663984	+
Chr2	14721708	14721970	-
Chr2	1373219	1373364	+
Chr2	8016535	8016799	+
Chr2	16022139	16023402	-
Chr2	3033104	3033366	-
Chr2	2447742	2454177	+
Chr2	1829457	1832048	-
Chr2	1457071	1458341	+
Chr2	4626536	4626799	+
Chr2	4969478	4969608	-
Chr2	9380197	9380456	-
Chr2	8297861	8298120	-
Chr2	6585377	6585638	+
Chr2	1684821	1686097	+
Chr2	4080624	4080825	-
Chr2	3159519	3159777	-
Chr2	4174052	4175324	-
Chr2	5012420	5012680	+
Chr2	4141443	4141703	+
Chr2	13102813	13104091	-
Chr2	5824926	5824961	-
Chr2	1435379	1437967	+
Chr2	17904194	17905467	-
Chr2	4790692	4790954	+
Chr2	13102360	13102812	-
Chr2	4049748	4049812	+
Chr2	4964252	4964512	-
Chr2	2227313	2227560	-
Chr2	4275617	4282081	-
Chr2	9470623	9470883	-
Chr2	1078561	1078821	-
Chr2	1824683	1827270	-
Chr2	11993118	11993984	-
Chr2	2849744	2852332	+
Chr2	4742820	4742913	+
Chr2	13404296	13404567	-
Chr2	13095116	13095389	+
Chr2	9654888	9655175	+
Chr2	5048488	5049699	-
Chr2	6345726	6346011	-
Chr2	1234528	1234813	-
Chr2	12197878	12199092	+
Chr2	4751211	4751496	-
Chr2	6405691	6405977	+
Chr2	8539190	8540402	-
Chr2	825987	826273	+
Chr2	2360666	2360951	-
Chr2	5573069	5573686	+
Chr2	3533106	3533345	+
Chr2	5431953	5433163	-
Chr2	16370511	16370728	-
Chr2	6306615	6307823	+
Chr2	4357223	4357327	-
Chr2	9901909	9902196	-
Chr2	755501	755787	+
Chr2	4282082	4282110	-
Chr2	5765627	5765913	-
Chr2	10507114	10508711	-
Chr2	933517	933803	-
Chr2	2688363	2689571	-
Chr2	179755	180043	+
Chr2	4126642	4129340	-
Chr2	9185741	9186954	-
Chr2	6664410	6664696	+
Chr2	5741404	5741686	-
Chr2	6444559	6444580	-
Chr2	4262390	4262675	+
Chr2	749206	749743	-
Chr2	5876621	5882829	-
Chr2	13905145	13905428	+
Chr2	2924188	2924248	+
Chr2	1422846	1423129	+
Chr2	2240580	2241230	-
Chr2	14492344	14492619	+
Chr2	716943	717049	-
Chr2	10937956	10937983	+
Chr2	9021983	9022268	+
Chr2	10433543	10433807	-
Chr2	10768707	10768991	-
Chr2	7415677	7416890	-
Chr2	14682472	14683688	+
Chr2	6813811	6814095	-
Chr2	10806145	10806429	-
Chr2	3652519	3652552	-
Chr2	1691344	1692561	+
Chr2	8907358	8907407	-
Chr2	8908079	8908185	-
Chr2	6044027	6044310	-
Chr2	3945906	3946037	+
Chr2	4674292	4675499	+
Chr2	10065261	10065550	+
Chr2	6766438	6772521	-
Chr2	288559	289107	-
Chr2	972432	972726	+
Chr2	3722141	3722410	+
Chr2	5090214	5090270	+
Chr2	9310250	9311451	-
Chr2	1656121	1656411	-
Chr2	12413695	12413986	-
Chr2	1547328	1547621	+
Chr2	5056449	5056725	+
Chr2	1286037	1287238	+
Chr2	2246169	2256074	-
Chr2	12702635	12702929	+
Chr2	3092289	3092479	-
Chr2	12858465	12858612	-
Chr2	794450	795647	+
Chr2	5802832	5804028	-
Chr2	8554836	8556037	-
Chr2	1946840	1946864	+
Chr2	4353599	4353787	-
Chr2	1410689	1411888	-
Chr2	7024430	7024578	-
Chr2	6873033	6873325	-
Chr2	4946230	4946524	+
Chr2	10140116	10140150	+
Chr2	10384881	10385173	+
Chr2	3189904	3191105	-
Chr2	4144383	4144490	-
Chr2	1277998	1278286	-
Chr2	2469091	2470294	-
Chr2	2619116	2620320	-
Chr2	4071106	4071160	+
Chr2	4568091	4568305	+
Chr2	4428292	4428333	+
Chr2	5607157	5607207	-
Chr2	1385247	1385535	-
Chr2	553395	553685	+
Chr2	2227023	2227312	-
Chr2	2494504	2500632	+
Chr2	18538557	18538848	+
Chr2	5808801	5814890	-
Chr2	8168680	8168970	-
Chr2	4650264	4650556	+
Chr2	267516	267807	+
Chr2	3981130	3984836	-
Chr2	1878332	1878623	+
Chr2	3344500	3344789	-
Chr2	8047813	8048104	+
Chr2	7881568	7881638	-
Chr2	7292884	7295592	+
Chr2	4099068	4099088	+
Chr2	1353349	1353629	-
Chr2	6537963	6538030	+
Chr2	1564987	1566207	-
Chr2	1644401	1644434	+
Chr2	13717665	13717940	-
Chr2	5247444	5248679	+
Chr2	3155664	3156897	-
Chr2	1821581	1821855	-
Chr2	6288855	6289111	-
Chr2	6695356	6695630	-
Chr2	18393937	18394213	+
Chr2	9778366	9778642	+
Chr2	12803323	12803600	+
Chr2	1862377	1862442	-
Chr2	5583582	5584814	-
Chr2	11481140	11481290	-
Chr2	932416	932540	-
Chr2	2652445	2655100	-
Chr2	3708960	3710191	-
Chr2	1240539	1240769	+
Chr2	3966274	3973249	-
Chr2	12520676	12520837	+
Chr2	14418347	14418624	+
Chr2	4961258	4961404	+
Chr2	8220244	8221476	-
Chr2	2889783	2890060	+
Chr2	5365116	5381127	-
Chr2	15886119	15886395	-
Chr2	9311618	9311652	+
Chr2	9091139	9092376	+
Chr2	2732194	2732466	-
Chr2	6476070	6478710	+
Chr2	5802352	5802624	-
Chr2	1995888	2010496	-
Chr2	1788911	1791547	-
Chr2	3318353	3318625	-
Chr2	5825579	5825708	-
Chr2	1108692	1110025	-
Chr2	1850849	1851122	+
Chr2	4069688	4069962	+
Chr2	3109369	3109641	-
Chr2	5249272	5249547	+
Chr2	6007257	6008495	-
Chr2	2485056	2485331	+
Chr2	19463682	19464917	-
Chr2	2217434	2218007	+
Chr2	3570254	3570527	-
Chr2	6053174	6053448	-
Chr2	5028641	5028698	-
Chr2	14417023	14417298	+
Chr2	4301302	4301567	-
Chr2	1349466	1349739	-
Chr2	3944666	3945905	+
Chr2	13026006	13026281	+
Chr2	9738978	9739256	+
Chr2	1503834	1505066	+
Chr2	8213753	8214031	+
Chr2	52105	52383	-
Chr2	6807333	6807614	+
Chr2	4635918	4635951	-
Chr2	4438306	4439529	-
Chr2	1895978	1896258	+
Chr2	3217574	3217854	+
Chr2	637402	637680	-
Chr2	19514886	19515164	-
Chr2	3197408	3198631	-
Chr2	3859011	3859318	-
Chr2	17204491	17204608	+
Chr2	9091104	9091138	+
Chr2	8279707	8279988	+
Chr2	6512568	6513788	-
Chr2	11964337	11964597	+
Chr2	9438227	9438509	+
Chr2	13484668	13484948	-
Chr2	10161542	10162768	+
Chr2	2416281	2423558	+
Chr2	11302121	11302228	-
Chr2	14363737	14364018	+
Chr2	5662670	5663893	+
Chr2	1111756	1111809	+
Chr2	3595723	3597855	-
Chr2	1160257	1160535	-
Chr2	1717262	1717540	-
Chr2	10511859	10513086	+
Chr2	11952513	11952791	+
Chr2	4893398	4894625	-
Chr2	5658599	5658877	+
Chr2	5367815	5377537	-
Chr2	3559720	3561359	-
Chr2	126921	128152	+
Chr2	8552294	8553526	+
Chr2	7183083	7184315	+
Chr2	5160339	5160886	+
Chr2	6856678	6856753	+
Chr2	10461362	10462593	+
Chr2	11266045	11267285	-
Chr2	5481822	5483743	-
Chr2	8535918	8536197	+
Chr2	4731233	4732460	+
Chr2	9031426	9031706	+
Chr2	4618136	4618416	+
Chr2	9697813	9698093	+
Chr2	9020293	9020570	-
Chr2	1413344	1413623	+
Chr2	3096582	3097805	-
Chr2	4370212	4371438	-
Chr2	15980308	15980363	+
Chr2	10540654	10540933	+
Chr2	4397873	4398152	+
Chr2	4662613	4662890	-
Chr2	6592370	6607860	-
Chr2	8019134	8019310	+
Chr2	6169048	6170917	+
Chr2	4087502	4087603	-
Chr2	2064980	2065081	-
Chr2	7409520	7409586	-
Chr2	11041586	11041650	+
Chr2	9228587	9228630	-
Chr2	8065944	8065994	-
Chr2	9970676	9970779	+
Chr2	3570530	3570631	-
Chr2	34294	34346	+
Chr2	6508853	6510920	+
Chr2	600704	600756	+
Chr2	5057720	5059782	-
Chr2	17487163	17489023	+
Chr2	1847109	1847140	-
Chr2	6329612	6329636	-
Chr2	1847007	1847108	-
Chr2	859117	859217	-
Chr2	4103493	4103594	-
Chr2	5238551	5238652	-
Chr2	10465230	10465318	+
Chr2	16575667	16575717	-
Chr2	9161868	9161969	-
Chr2	6095107	6096975	+
Chr2	4474211	4476280	+
Chr2	1579436	1579480	+
Chr2	5816002	5816104	+
Chr2	6678339	6678390	-
Chr2	12320799	12320899	-
Chr2	979584	979661	-
Chr2	6728745	6730806	-
Chr2	3077205	3077305	-
Chr2	5751393	5751444	-
Chr2	2028157	2028184	-
Chr2	17516285	17516387	+
Chr2	5329043	5329073	+
Chr2	9078246	9078297	-
Chr2	10271789	10271889	-
Chr2	10807319	10807349	-
Chr2	31487	33553	+
Chr2	10455214	10455314	-
Chr2	3899118	3899170	+
Chr2	6519271	6519373	+
Chr2	12182546	12182646	-
Chr2	5563577	5563629	+
Chr2	10467598	10467648	-
Chr2	3903684	3913850	+
Chr2	5481689	5481821	-
Chr2	1413299	1413343	+
Chr2	3539337	3539390	+
Chr2	14090018	14090120	+
Chr2	284310	284432	+
Chr2	2347210	2347259	-
Chr2	2542617	2559353	-
Chr2	10952058	10952109	+
Chr2	2180857	2180963	+
Chr2	16972602	16972709	+
Chr2	2461018	2461124	+
Chr2	2731867	2731973	+
Chr2	4624690	4624741	+
Chr2	4504054	4505918	-
Chr2	9854946	9855052	+
Chr2	4247683	4247789	+
Chr2	5338033	5346285	-
Chr2	6215135	6215240	-
Chr2	4731189	4731232	+
Chr2	10118852	10118879	+
Chr2	11766800	11766850	+
Chr2	4700224	4700329	-
Chr2	17914064	17914112	-
Chr2	450914	450951	+
Chr2	1629433	1629539	+
Chr2	4292853	4292958	-
Chr2	6626460	6626491	+
Chr2	9643128	9643235	+
Chr2	5044474	5044524	+
Chr2	7429168	7429275	+
Chr2	4965613	4965659	+
Chr2	791355	791456	-
Chr2	3583132	3583238	+
Chr2	8009233	8009303	-
Chr2	8123579	8123630	+
Chr2	10439770	10439872	-
Chr2	4806075	4806179	+
Chr2	11386229	11386333	+
Chr2	11641430	11641534	+
Chr2	4361882	4361933	+
Chr2	4155438	4155489	+
Chr2	19670281	19670383	-
Chr2	18043465	18043567	-
Chr2	8916679	8916728	-
Chr2	16665000	16665105	+
Chr2	4684619	4684652	+
Chr2	12408531	12408580	-
Chr2	1374356	1374460	-
Chr2	2149864	2149915	+
Chr2	11623538	11623633	-
Chr2	1530017	1530043	-
Chr2	2652295	2652342	+
Chr2	5646596	5646632	+
Chr2	9191656	9193725	-
Chr2	4020796	4020899	-
Chr2	1969464	1969569	+
Chr2	2347759	2347808	-
Chr2	13266895	13266915	+
Chr2	64006	68112	-
Chr2	1256678	1256731	+
Chr2	1956541	1956638	-
Chr2	8925715	8925813	+
Chr2	5018095	5018193	+
Chr2	8914477	8914529	-
Chr2	5186970	5187011	-
Chr2	14284644	14284742	+
Chr2	5827800	5827896	-
Chr2	871079	873128	-
Chr2	7299892	7299973	+
Chr2	4008077	4008131	+
Chr2	1940869	1940965	-
Chr2	1350475	1350571	-
Chr2	8915105	8915157	-
Chr2	6707024	6707122	+
Chr2	8916364	8916416	-
Chr2	967829	967927	+
Chr2	34380	36436	+
Chr2	6506582	6506680	+
Chr2	3779886	3779938	-
Chr2	6516696	6516792	-
Chr2	7034193	7034291	+
Chr2	8074994	8075092	+
Chr2	8915420	8915472	-
Chr2	7901148	7901169	+
Chr2	8916049	8916101	-
Chr2	12862780	12862834	+
Chr2	3026943	3027038	-
Chr2	10441332	10441387	+
Chr2	1942125	1942219	-
Chr2	1431649	1431743	-
Chr2	5278231	5278270	+
Chr2	1381292	1381345	-
Chr2	1976809	1976865	-
Chr2	4807306	4807337	+
Chr2	13211593	13211629	-
Chr2	6014643	6014962	-
Chr2	18655465	18655499	-
Chr2	728075	728171	+
Chr2	42034	42128	-
Chr2	8876423	8876478	+
Chr2	5960179	5960274	-
Chr2	4449657	4451537	+
Chr2	1243326	1243385	+
Chr2	7340286	7340313	-
Chr2	19625927	19626024	+
Chr2	3800685	3800780	-
Chr2	2019689	2019784	-
Chr2	5431344	5431441	+
Chr2	444939	445036	+
Chr2	10621920	10621973	-
Chr2	4351512	4353557	-
Chr2	3141661	3141716	+
Chr2	346937	347036	-
Chr2	16939651	16939745	-
Chr2	14404427	14404479	-
Chr2	1422780	1422845	+
Chr2	5095495	5097553	-
Chr2	5353173	5353224	-
Chr2	3601980	3602002	-
Chr2	1605924	1606024	+
Chr2	3079249	3079437	-
Chr2	295653	295704	-
Chr2	13704927	13705027	+
Chr2	1473524	1473575	-
Chr2	11014593	11014692	-
Chr2	1977341	1977442	+
Chr2	7261697	7261748	-
Chr2	9839045	9839146	+
Chr2	2610901	2611000	-
Chr2	2116785	2116884	-
Chr2	8916992	8917043	-
Chr2	8915735	8915786	-
Chr2	132286	132384	-
Chr2	4432960	4433061	+
Chr2	8914163	8914214	-
Chr2	4626800	4626845	-
Chr2	3825614	3826213	+
Chr2	4153428	4155437	+
Chr2	5010652	5010751	-
Chr2	9927587	9927684	-
Chr2	252100	252200	+
Chr2	5009970	5010068	-
Chr2	2465988	2466087	+
Chr2	7136786	7136883	-
Chr2	3832853	3835797	-
Chr2	4476281	4476304	+
Chr2	6048868	6048967	+
Chr2	2655101	2655205	-
